fc_num,contact_date,street,city,zip,circumstance,basis,key_situations,vehicle_type,n_people,n_black,n_white,n_other,n_frisked,narrative,was_frisked
FC24001011,2024-03-06 00:00:00.0000000,,BOSTON,2121,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,3,3,0,0,3,"On 03/03/24, Officers conducted a traffic stop for excessive tint on a 2004 white Honda Civic bearing MA registration XXXat the intersection of Blue Hill Ave and Glenway St. 

Operator: XXXXX/XX/XXXX
Front passenger:XXX XX/XX/XXXXopen F/A violations 

Rear PassengerXXXXX/XX/XXXXopen F/A violations // known to associate with Charlestown Bloods 

The occupants stated they were driving to a nearby cemetery, which was due to the anniversary of their friends death from firearm violence. XXXthe operator of the vehicle was uncontrollably shaking, avoiding eye contact, and trembling when speaking with Officers. In addition, Officers observed a fanny pack style bag at the feet of XXXwhich when Officer Griffiths mentioned the bad which looked to be quickly discarded under the front passenger seat XXXdenied knowing about the bag and demeanor changed considerably after Officers mentioned the bag. Based on the above all parties and the vehicle were frisked yielding negative results. 

 XXXstated he had just purchased the vehicle from the registered owner, XXX and provided Officers with a title which was appropriately signed. 

Verbal warning issued for the excessive tint due to the vehicle just being purchased by XXX

CK02D (O'Connor/Griffiths)",1
FC23003896,2023-08-10 19:05:00.0000000,TREMONT ST & SHAWMUT AVE,BOSTON,2116,Stopped,Reasonable Suspicion , Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,0,"T-stop of VAL's on a brown Honda Civic (MA Reg: XXXat Tremont St and Shawmut Ave, Downtown.

Operator:XXX DOB XX/XX/XXXX- extensive history of F/A violations on BOP.

Passenger/ Owner: XXXDOB XX/XX/XXXX- No BOP

XXX was confrontational with Officers during the duration of the stopXXX shouted at Officers mulitple times "" I can act like this because nothing is in the car"".

XXX six month old baby was in the backseat.

FIOE 'd to link XXX Downtown.

Mccullough/Ostholthoff/Kennedy (AK15F)",0
FC21004420,2021-11-16 20:03:00,BLUE HILL AVE,BOSTON,2124,Stopped,Encounter,,Passenger Car/ Automobile,2,1,0,1,1,"About 8:03 pm, Officers responded to the area of Blue Hill Ave and Baird St for reports of a person shot, see I212084130. While in the area, Officers observed a blue sedan coming out of Havelock St towards Blue Hill Ave at a high rate of speed. Officers observed that the vehicle had a Massachusetts registration, and had tinted windows.

Officers stopped the motor vehicle in front of XXXBHA for vals (tinted windows). Operating the motor vehicle was XXX (DOB XX/XX/XXXXActive Norfolk member. 

In the front passenger seat wasXXX(DOB XX/XX/XXXXActive Norfolk member. Both XXXand XXXimmediately placed their hands up. XXXlooked at Officers with a wide eyed glance and Officers observed that he was breathing rapidly. Based on the fact that the vehicle was coming from an area that a person was just shot, vehicle was traveling at a high rate of speed, and XXXrapid breathing, all parties were exited from the vehicle for a pat frisk. 

From XXXgroin area a firearm was recovered. XXXwas subsequently placed under arrest for the firearm violations. Vehicle held by crime scene and brought back to HQ. 

Vehicle came back registered to Expressway Motors. It should be noted that XXXself proclaimed to be Norfolk St, and stated that XXXwas also Norfolk St. 

VK22",1
FC22000020,2022-01-03 12:20:00,BLUE HILL AVE,DORCHESTER,2124,Stopped,Probable Cause,,Passenger Car/ Automobile,2,2,0,0,2,"Officers conducted a traffic stop for operating a vehicle with expired registration (MGL 90:9) and excessive tint 15% (MGL 90:9D) at 844 Blue Hill Ave Dorchester of a 2016 blue Hyundai Sonata bearing RI registration XXX

Operating the vehicle was XXX and the front passenger was XXX, H-Block associate with prior F/A violations on BOP. XXXwas immediately confrontational with Officers. Officers were aware that XXXhas recently been the subject for multiple fight and assault 911 calls, and has had a history of being a victim of F/A violence. 

Officers frisked both occupants yielding negative results, and searched the vehicle prior to being towed due to the fact it was not registered. Officers issued MA uniform citation XXX

C111D (O'Connor/Panzavecchia)",1
FC25006426,2025-12-10 01:11:00,,BOSTON,2122,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,5,4,0,1,5,"T/S of a 2025 gray Nissan Sentra (MA REG XXXfor VALS (85/15) at the intersection of Gibson St and Dorchester Ave.  Vehicle registered to Hertz Vehicle LLC. Occupants inside the vehicle to include:  Subject 1: XXXXX/XX/XXXX Subject 2: XXXXX/XX/XXXX Subject 3: XX/XX/XXXXFIOE's with associates with F/A related offenses.  Subject 4:XXX (DOB: XX/XX/XXXXFIOE's with associates with F/A related offenses.  Subject 5: XXXDOB: XX/XX/XXXX CJIS inquiry yielded OperatorXXXhad a suspended license as of 11/29/25 for non-payment. Exit order issued, and pat frisk conducted of all occupants and M/V yielding negative results for items of evidentiary value. All parties were cooperative and cordial with officers on scene. XXXhad an active driver’s license and took possession of M/V. Verbal warning issued for VALS.  FIOE to associate all parties.  H111A (D.Foley/Zammito)",1
FC20005946,2020-12-11 02:12:00,MASSACHUSETTS AVE,BOSTON,2125,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,0,0,1,0,"Officers conducted a M/V stop for VAL's on a Gray Buick Sedan (MA REG XXXin the area of 1200 Mass Ave. Officers observed the operator later identified as XXX (DOB XXX) stopping and speaking with multiple groups of people who appeared to be suffering from drug addiction on Mass Ave, Southampton Street and Atkinson Street. Mr. XXXstated to Officers that he just left work and wanted to go for a ride. FIO'D and released. 

XXX has prior Class A possession/distribution charges. 



FK01A Keddy/McCarthy",0
FC24001701,2024-04-19 17:30:00.0000000,ALMONT ST,MATTAPAN,2126,Stopped,Reasonable Suspicion ,Gang,Passenger Car/ Automobile,4,3,1,0,4,"Traffic stop of MA REG: XXX(2022 Black Toyota Corolla Rental) at XXXAlmont for speeding (90/17).

Operator:XXX (DOB: XX/XX/XXXXopen F/A and 94c trafficking charges

Front Passenger: XXX (ATM), prior F/A charges 

Rear right passenger: XXX (ATM), Prior ABDW

Rear left passenger: XXX (DOB: XX/XX/XXXX
Based on numerous observations made on scene, Officers believed that one or more of the occupants were armed. Officers conducted a pat-frisk of all occupants and motor vehicle, yielding negative results.

All parties were extremely nervous at first. Once they were informed they were being released, they became hostile towards Officers and made several references to being from ""G-Town"" (Georgetown).

MA Uniform Citation XXXissued to XXX
CK02F (McCarty/M. Layden)",1
FC24003622,2024-09-05 16:20:00.0000000,BROOKWAY RD,ROSLINDALE,2131,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,1,0,0,0,"On Thursday, 09/05/2024 at approximately 4:XXXPM, Officers Barbosa (Z433), Iverson (Z434), and Awad (Z429) of the Boston Housing Police were conducting a Code 19 in the Archdale development, in Roslindale, when their attention were drawn to MA REG XXXstopped in a ""no parking zone"" in front of XXXBrookway Rd with a singular male in the driver seat.

A CJIS inquiry of MA REG XXXcame back ACTIVE, registered to a XXX, DOB XX/XX/XXXXout of XXXBrookway Rd XXXOfficers approached the vehicle and noticed the driver was in fact XXX and now, there was an unknown male sitting in the passenger seat.

The passenger left and said he was going to come back out. Officers advised XXXto relocate his vehicle and also to refrain from smoking marijuana as he operates the vehicle; XXXcomplied and left the area. XXXmentioned, ""yo there was mad kids here the other night with guns, I heard they weren't even from over here."" Referring to the arrest of 1 male and 2 juveniles with 3 firearms recovered (I242075093).

Approximately 15 minutes later, Officers observed XXXvehicle, parked in the area of XXXBrookway Ter, with XXXstanding across the street smoking.",0
FC23005691,2023-12-04 22:37:00.0000000,NORFOLK ST,MATTAPAN,2126,Stopped,Probable Cause," Drugs, Warrant Arrest, Body Worn Camera, Gang",Passenger Car/ Automobile,4,4,0,0,4,"T-Stop NY Reg XXXred light violation XXXNorfolk St. 

Operator wasXXX active Charlame 2, prior F/As and vehicular homicide on BOP.

Front passenger XXX active Charlame 2, prior F/As on BOP. 

Rear passenger XXX active Creston St. prior F/As on BOP

Rear passenger XXX active Creston St. prior F.As on BOP. 

XXXarrested for operating after suspension, and XXX arrested on firearm warrants as well as an additional charge for possession of class B. 

The vehicle was released to XXX. While Officers frisked the rental vehicle they observed that the floor board underneath the driver seat had been sliced and manipulated revealing a large gap in which items could easily be concealed. Officers also observed the center console under the gear shift to be easily detached revealing another large void. 

Murray/Shetrawski",1
FC21003847,2021-09-29 22:03:00,N BEACON ST,BRIGHTON,2135,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,2,1,0,1,1,"Officers while on random patrol in the area of the Faneuil Housing development, observed MA registration XXXa black Honda civic parked blocking the parking lot entry way, of the parking lot on the side of 282 N. Beacon St. Once the operator of the vehicle noticed the Officers cruiser behind him he pulled into a parking spot.\

Shortly after the Operator who Officers Identified as XXX XX/XX/XXXXparked in a parking spot Officers observed two males wearing all dark clothing exit the rear seat of the vehicle put there hoods up and walk toward the rear of 282 N. Beacon St. Officers observed XXX drive off onto N. Beacon St. Officer followed the two males and while observing them one male turned around and Officers identified the male as XXX XX/XX/XXXX
Once XXXobserved the cruiser he became visibly and extremely nervous to the point that he was fumbling around with what was in his hands and actually dropped what was in his hands, Officers attempted to get closer and XXXattempt to run away and ran out of his sneaker that he reached back for.

Officers Followed XXXand caught up to him as he was attempting to franticly access the front door to the apartment building. Officer conducted a pat frisk of XXXdo to his nervous nature and his prior criminal history with F/A charges. 

XXXstated he was nervous cause he was just released today and did not have his GPS bracelet yet. Officers are also well aware about XXXprobation restrictions from his recent arrest history with D-14 Officers.

Fio'd & Released.

KK02F (Dunn/Vazquez)",1
FC21000345,2021-02-04 21:44:00,,BOSTON,2118,Stopped,Probable Cause,,Passenger Car/ Automobile,2,1,1,0,0,"TS VALS 9:41PM 2/4/21 Worcester St. / Tremont St.

MAREG#XXX OP by Active H-block XXX. Open Drug Distrib. multiple firearm charges. XXXSummonsed to BMC. MAREG#XXX arrived a ways up from the scene to pick up XXXXXX is a rental assoc. with H-BLOCK. HBLOCK active primary mult. f/a related charges known to operate that vehicle.

DK01F (Fullam R. /Hessler)",0
FC21003884,2021-10-03 00:00:00,,BOSTON,2215,Stopped,Probable Cause,,Passenger Car/ Automobile,2,1,1,0,0,"TS for VALS (Speeding / multiple stop sign violation) of MA REG XXX(Blue Toyota Corolla). 

Operator identified as XXX. Front passengerXXX. 

XXXstated that he was driving erratic because he had to use the bathroom and that he was going to Game On bar. At the time of the traffic stop, Game On was closed and officers also observed both parties in the area of Boylston St. shorty after the stop.",0
FC21001047,2021-03-20 19:39:00,,DORCHESTER,2122,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,1,0,0,1,"Officers observed a Black Male wearing a red hoodie and red adidas sweatpants with white stripes down the leg enter the passenger side of MA reg. XXX(later identified as XXX XX/XX/XXXXmatching description of possible Suspect in Person Shot at XXXTerrace, reference I#212017827) Officers stopped the vehicle for blocking a crosswalk, frisked XXXand the vehicle with negative results. 

The MV was operated by XXX XX/XX/XXXX


H104F (Woods/Fritch).",1
FC22002003,2022-05-16 18:31:00,,BOSTON,2118,Stopped,Probable Cause,,Suv (sport Utility Vehicle),1,1,0,0,0,"TS on MA REG XXXfor VALS (Red Light Violation) in the area of Tremont and Northampton St. 

Officers made contact with the driver XXX (DOB: XX/XX/XXXXXXX was confrontational with officers and refused to roll rear windows down. 

XXX has open F/A charge on BOP.

XXX issued a verbal warning for the VAL.

FIOE completed. D103F (Mariam / Watty)",0
FC24002833,2024-07-09 22:43:00.0000000,,BOSTON,2126,Stopped,Probable Cause,"Body Worn Camera, Gang, Other Agency/Unit Notified",Passenger Car/ Automobile,2,2,0,0,0,"TS of MA REG XXX(2017 Black Honda Accord) for a defective right rear brake light (MGL Ch 90 s7). A CJISWeb Inquiry also showed the vehicle to have 91 inquiries with comments for a FAIL to Stop for MSP back on 05/30/2024. 

Operator was identified as the registered owner XXXDOB XX/XX/XXXX(prior F/A). Front Passenger was identified as XXX DOB XX/XX/XXXX(Active XXX, Prior F/A & 94c). Both parties were cordial throughout the stop. Verbal Warning given for the defective brake light. FIO'd for Intel. MSP confirmed the vehicle was no longer wanted. 

C431F (Kennedy)",0
FC20001355,2020-02-23 19:15:00,,BOSTON,2119,Stopped,Encounter, Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,1,"T/S for VALS of gray 2008 BMW 328 (MA Reg.XXX) at intersection of Blue Hill Ave. & Dudley St. 

Operator identified asXXX (prior F/A, Active Woolson St. associate). 

Officers had observed the vehicle parked about fifty feet from where the traffic stop took place. The operator pulled forward into traffic and upon officers activating their blue lights, operator stopped the vehicle and exited, taking the vehicle keys out and locking the car. Operator was immediately confrontational with officers. Officers queried the driver and found that he was listed as a suspect in the Larceny of a Firearm case in B3 in November 2019. Officers located no supplemental report indicating that the stolen firearm had been recovered. The operator continued to be confrontational and paced back and forth repeatedly stating ""You ain't checking my fucking car."" 

Officers detained the operator in handcuffs and placed him in the rear of the cruiser due to the fact that he was becoming increasingly agitated and hostile towards officers. Officers recovered the vehicle key from the operator. A frisk of the operator and the vehicle yielded negative results. 

Operator was given a warning, FIO'd and released. 

B101F (Murphy / Bent). Multiple B-2 units.",1
FC21000073,2021-01-06 02:21:00,GERARD ST,ROXBURY,2119,Stopped,Probable Cause,,Passenger Car/ Automobile,3,0,3,0,1,"Traffic stop of XXXfor a defective head light. Officer observed the vehicle on Magazine and turn down Kemble. Operator was XXX, who had a suspended license. 2 $10.00 bills were on the inside door handle of the driver side door and Mr. XXXstated that his passenger asked him for a ride to Dot Ave. Passenger was identified as XXX who stated she had asked Mr. XXXfor a ride after he drove by her on Magazine Street.

Mr. XXXhad a suspended license and parked the vehicle legally. 

CJIS query showed Ms. XXXhad no warrants with the information provided but it was later learned that she provided her sister's information. Her true identity is XXX",1
FC20005136,2020-10-14 21:00:00,DEER ST,DORCHESTER,2125,Stopped,Encounter, Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,1,"Officers conducted a traffic stop for Vals (speeding) of MA REG XXX(attached to a blue Honda Accord) at Dorchester Ave and Savin Hill Ave.

CJIS query of MA REG XXXresulted in 73 recent inquiries and came back to a brown 2005 Ford Escape registered toXXX Officers conducted a pat frisk of XXXand vehicle for weapons with negative results. XXXprovided Officers with a bill of sale (bought on 10/08/2020) and title. Officers conducted a query of the blue Honda Accords VIN# (XXXwhich matched the bill of sale information.

CJIS query of XXXyielded several open receiving stolen property (vehicles), Larceny over $1200, ABDW, and Poss W/I Class D. 

Officers issued XXXa verbal warning. FIO'd and released.

H104F (Foley/O.Russell).",1
FC23004118,2023-08-24 18:30:00.0000000,,DORCHESTER,2121,Stopped,Probable Cause, Body Worn Camera,Suv (sport Utility Vehicle),1,1,0,0,0,"T/S (speeding) of NY REG XXXat Rock Ter and Olney St. Op identified as XXXADW gun, multiple prior FA and 94c offenses). XXXissued citation for speeding.

FIO'd to associate with m/v.

HK01F (E. Foley/O. Russell)",0
FC24001293,2024-03-23 00:59:00.0000000,,MATTAPAN,2126,Stopped,Reasonable Suspicion ,Body Worn Camera,Suv (sport Utility Vehicle),4,4,0,0,4,"About 0100 hours Saturday 03/23/24 officers observed a Gray 2023 Honda CR-V bearing MA PAN XXXwith poorly applied tint on the side windows (90/9D) in the area of Walk Hill and Harvard. The vehicle was a rental. The vehicle was occupied by five (5) males and two (2) Pitbulls.

Operator: XXX XX/XX/XXXX(Prior F/A, XXX Associate)

Passenger: XXXXX/XX/XXXX
Rear Seat Passengers: XXX XX/XX/XXXX(Prior F/A, XXX AssociateXXX XX/XX/XXXX(Prior F/A, XXX Associate)

The final passenger was unable to be identified.

All were polite and conversational, other than XXXit should be noted that XXXwas not speaking to officers did not move during the initial contact. All were removed and pat frisked to no avail. The vehicle was pat frisked to not avail. Balaclava, shiesty, were located in rear passenger seat. The operator was issued a written warning for the above offense. 

CK02A (Parlon/Ashe)",1
FC20004208,2020-08-14 00:00:00,MILLMONT ST,ROXBURY,2119,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,1,0,0,0,"Officers performed a t stop for vals at XXXmillmont street . Operator identified asXXX (H-Block). Mr. XXXstayed to the officers that he was heading to his baby mothers house. 

Verbal warning issued 

Fiod and released 

BK01F (O’Brien/ M O’Loughlin)",0
FC22000601,2022-02-17 20:30:00,,DORCHESTER,2121,Stopped,Probable Cause,,Passenger Van,2,0,0,2,2,"At about 08:30 PM, 02/17/22, YVSF Officers Degrave/Muhammad along with MA State Police Trooper Hazelton in the VK06 unit, conducted a traffic Stop of MA. Reg.XXXor VALS. Operator was identified asXXXFront seat passenger was identified asXXX and rear seat passenger was identified asXXXLater, further investigation revealed that Mr.XXX was in possession of an illegal loaded firearm and was subsequently placed under arrest. Upon the completion of the STOP, Operator XXX was later issued a writing warning for the Auto Law Violations.",1
FC21002868,2021-07-27 03:00:00,WEST BROADWAY,BOSTON,2127,Stopped,Intel,,Passenger Car/ Automobile,2,2,0,0,0,"Officers observed XXX and XXXin a group of about 20 individuals that generated a disturbance on Both Dalessio Court and 395 Summer street on 07/27/21.

Both males have prior F/A charges and violent XXX (Active H-Block) XXX(Active MORSEXXX observed in MA REG: XXX(Blue 2020 Carolla)",0
FC23002659,2023-05-24 10:57:00.0000000,NEWBURY ST,BOSTON,2116,Stopped,Reasonable Suspicion , Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,0,"Observed a gray Lexus IS (MA XXXparked on the crosswalk in front of XXXNewbury St (NIKE Store). Operator of vehicle, XXX returned to the vehicle from the store and gave his license which was active. XXXis on GPS bracelet (Open F/A). Passenger of vehicle was uncooperative. 

Parking citation issued.

D427D (Doolan)",0
FC20002495,2020-05-09 20:54:00,,BOSTON,2122,Stopped,Reasonable Suspicion , Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,0,"Officers made a traffic stop of MA Reg. XXX(2015 Gray Honda Accord) for VALs at the intersection of Adams Street and Whitten Street. The operator of the vehicle was identified as XXX. A check of CJIS revealed that XXXhas a criminal history to include Home Invasion, Armed Assault in a Dwelling, Armed Robbery, Firearms offenses, multiple Assault and Battery charges, and narcotics violations. 

XXXused his cell phone to film officers throughout the entire interaction. XXXwas issued a verbal warning for the VALs, was FIO'ed, and released.

H102F (Foley/O'Leary)",0
FC24002106,2024-05-17 17:08:00.0000000,DUDLEY ST,BOSTON,2119,Stopped,Reasonable Suspicion ,"Gang, Body Worn Camera",Passenger Car/ Automobile,1,1,0,0,1,"About 5:05PM, on Friday, 05/17/2024, T/s of MA REG XXXfor red light violation (89/9). 

Officers observed the above-mentioned traffic infraction at the intersection of E. Cottage St & Dudley St but were unable to safely conduct a traffic stop of the vehicle due to the heavy traffic flow until they arrived in the area of XXXDudley St. 

Operator identified as XXX Officers requested XXXlicense and registration which he refused to provide. XXXcontinuously placed the keys in and out of the ignition and kept placing his hands on the gear shift. In addition, XXXrolled up all the windows and refused to provide any of his information to Officers. Officer Kovaleski has had numerous interactions with XXXwhere they would exchange pleasantries and engage in normal conversation. XXXeventually exited the vehicle on his own accord. Due to the above-mentioned facts, along with numerous other on scene observations, a frisk of XXXand vehicle was conducted. 

Officers issued a citation to XXXfor the red-light violation and strongly advised him to next time provide his license to officers upon request or he may be placed under arrest for failure to submit. 

FIOE to assoc with m/v and document behavior. 

Kovaleski/Kadey",1
FC20000384,2020-01-15 12:41:00,CAMBRIDGE ST,BRIGHTON,2134,Stopped,Reasonable Suspicion , Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,0,"Initial Radio (I202003913) call for light skinned b/m dragging a crying young female near Brighton and Quint Ave. Description of male was a light skinned b/m approximately 6'3"" wearing green jacket and blue pants with curly hair. 

While in the area, officer observed tall light skinned b/m wearing a bright green ""windbreaker"" jacket  crossing Cambridge St. from XXX Cambridge St. (7-11) onto Barrows St. Officer observed male enter MA Reg. XXX (2013 VW Jetta) and begin driving. Officer confirmed description from initial call to match the observed male. Traffic Stop at 445 Cambridge St. Operator identified at XXX (XX/XX/XXXX. Officer explained to XXX that he matched the description of subject of an investigation and Mr. XXXeplied that he had ""an alibi"" that he was at Brighton High School retrieving paperwork and then stopped at 7-11. CJIS Inquiry revealed no warrants and multiple on BOP to include Larceny, Armed Robbery, Poss. of Sawed off shotgun. 

XXX was FIO'd and released. It was observed after his release that MA Reg XXX came back to a black 13 VW Jetta and Mr. XXX's vehicle was white but the hood had black paint markings on it. 

BWC Activated.",0
